discover, get to know or become aware of usually accidentally,https://player.vimeo.com/external/392169439.sd.mp4
discover, get to know or become aware of usually accidentally,https://www.youtube.com/watch?v=qFwQescT93I
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/hGpJeStHR6I.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/aslbricks/mp4/see.mp4
discover, discover or determine the existence presence or fact of,https://www.youtube.com/watch?v=Z3zCUzn1OO8
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/kLH2gjplc1I.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/BtzSQzKxPl0.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/aslsignbank/mp4/VISION-1397.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/cG7ibS4txvg.mp4
discover, get to know or become aware of usually accidentally,https://www.youtube.com/watch?v=MJCe1lhnJ1w
discover, make known to the public information that was previously known only to a few people or that was meant to be kept a secret,https://player.vimeo.com/external/392143995.sd.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/qzHxA-hfne0.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/youtube/mp4/jylo-mwwAFQ.mp4
discover, discover or determine the existence presence or fact of,https://media.signbsl.com/videos/asl/aslsignbank/mp4/NOTICE-1555.mp4
discover, get to know or become aware of usually accidentally,https://www.youtube.com/watch?v=5yxyp5UhQO8
discover, get to know or become aware of usually accidentally,https://player.vimeo.com/external/392126232.sd.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/discover.mp4
discover, get to know or become aware of usually accidentally,https://www.youtube.com/watch?v=QMvwHGkCFqI
discover, make known to the public information that was previously known only to a few people or that was meant to be kept a secret,https://www.youtube.com/watch?v=6p6Rc8LWjo8
discover, get to know or become aware of usually accidentally,https://player.vimeo.com/external/391978912.sd.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/aslsignbank/mp4/FIND-2916.mp4
discover, discover or determine the existence presence or fact of,https://media.signbsl.com/videos/asl/aslsignbank/mp4/GLIMPSE-2150.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/hear.mp4
discover, get to know or become aware of usually accidentally,https://media.signbsl.com/videos/asl/signlanguagestudent/mp4/see.mp4
discotheque, a public dance hall for dancing to recorded popular music,https://www.youtube.com/watch?v=Q8NyJ_LaF50
discotheque, a public dance hall for dancing to recorded popular music,https://player.vimeo.com/external/391978539.sd.mp4
discoverable, capable of being ascertained or found out,https://www.youtube.com/watch?v=9RKEmQ4mV10
discoverable, capable of being ascertained or found out,https://www.youtube.com/watch?v=ZUHFXYCk5Zk
discourtesy, a lack of politeness; a failure to show regard for others; wounding the feelings or others,https://media.signbsl.com/videos/asl/valleybible/mp4/offense.mp4
discourtesy, a lack of politeness; a failure to show regard for others; wounding the feelings or others,https://media.signbsl.com/videos/asl/youtube/mp4/CGsVkhjZOTY.mp4
discourtesy, a lack of politeness; a failure to show regard for others; wounding the feelings or others,https://media.signbsl.com/videos/asl/youtube/mp4/AWGcE09ZTAA.mp4
disease, an impairment of health or a condition of abnormal functioning,https://media.signbsl.com/videos/asl/aslsignbank/mp4/SICK-255.mp4
disease, an impairment of health or a condition of abnormal functioning,https://player.vimeo.com/external/391979086.sd.mp4
disease, an impairment of health or a condition of abnormal functioning,https://media.signbsl.com/videos/asl/aslsignbank/mp4/DISEASE-3087.mp4
discontent, a longing for something better than the present situation,https://www.youtube.com/watch?v=pDMA8yx3Gbk
discontent, a longing for something better than the present situation,https://player.vimeo.com/external/391978750.sd.mp4
disconcerting, causing an emotional disturbance,https://player.vimeo.com/external/391978633.sd.mp4
discreet, marked by prudence or modesty and wise self-restraint,https://www.youtube.com/watch?v=QbdwmX8lrAE
discreet, marked by prudence or modesty and wise self-restraint,https://www.youtube.com/watch?v=bS_MrlY_EM4
discreet, marked by prudence or modesty and wise self-restraint,https://www.youtube.com/watch?v=AyVplyN4Xok
discreet, marked by prudence or modesty and wise self-restraint,https://www.youtube.com/watch?v=DZ9SZTesiSc
discreet, marked by prudence or modesty and wise self-restraint,https://www.youtube.com/watch?v=8vZqfhYylMs
discovery-day, a legal holiday commemorating the discovery of America by Christopher Columbus,https://player.vimeo.com/external/392649885.sd.mp4
discussion-forum,,https://player.vimeo.com/external/391979002.sd.mp4
disconnect, make disconnected disjoin or unfasten,https://media.signbsl.com/videos/asl/aslsignbank/mp4/DISCONNECT-956.mp4
disconnect, make disconnected disjoin or unfasten,https://media.signbsl.com/videos/asl/youtube/mp4/H7Cj6seX9U8.mp4
disconnect, make disconnected disjoin or unfasten,https://media.signbsl.com/videos/asl/youtube/mp4/PgYCGcqObW0.mp4
disconnect, make disconnected disjoin or unfasten,https://player.vimeo.com/external/391978691.sd.mp4
disconnect, of electrical appliances,https://www.youtube.com/watch?v=2dk8hnRsgPY
disconnect, make disconnected disjoin or unfasten,https://media.signbsl.com/videos/asl/aslsignbank/mp4/DISCONNECT-1259.mp4
disconnect, an unbridgeable disparity (as from a failure of understanding),https://www.youtube.com/watch?v=Sq7wM0TVXfY
discriminating, having or demonstrating ability to recognize or draw fine distinctions,https://www.youtube.com/watch?v=Jb7NZb0lJ4I
discus, an athletic competition in which a disc-shaped object is thrown as far as possible,https://www.youtube.com/watch?v=G49JiHKpzb8
diseased-person, a person suffering from an illness,https://www.youtube.com/watch?v=vtAuM7rlZVc
discontinuance, the act of discontinuing or breaking off; an interruption (temporary or permanent),https://www.youtube.com/watch?v=pkGve44CdAQ
discomposure, a temperament that is perturbed and lacking in composure,https://www.youtube.com/watch?v=JxCOoBqhkyg
discriminant,,https://www.youtube.com/watch?v=1dvtCDhknZo
diseased, caused by or altered by or manifesting disease or pathology,https://www.youtube.com/watch?v=loLJRaGY_tM
diseased, caused by or altered by or manifesting disease or pathology,https://www.youtube.com/watch?v=JWjY9aARAKk
discharged, having lost your job,https://media.signbsl.com/videos/asl/startasl/mp4/laid-off.mp4
discharged, having lost your job,https://media.signbsl.com/videos/asl/startasl/mp4/fired-2.mp4
discharged, having lost your job,https://media.signbsl.com/videos/asl/youtube/mp4/NkvSp2adWzs.mp4
discharged, having lost your job,https://media.signbsl.com/videos/asl/aslsignbank/mp4/FIRED-1466.mp4
discharged, having lost your job,https://media.signbsl.com/videos/asl/youtube/mp4/IKRbDNXtyzU.mp4
discombobulate, be confusing or perplexing to; cause to be unable to think clearly,https://www.youtube.com/watch?v=keDitiLgOH4
discombobulate, be confusing or perplexing to; cause to be unable to think clearly,https://media.signbsl.com/videos/asl/youtube/mp4/hfC22JWhkIU.mp4
discombobulate, be confusing or perplexing to; cause to be unable to think clearly,https://www.youtube.com/watch?v=FafdheDSVAo
discombobulate, be confusing or perplexing to; cause to be unable to think clearly,https://www.youtube.com/watch?v=52P9heYnRvc
discombobulate, cause to be confused emotionally,https://player.vimeo.com/external/391200739.sd.mp4
discombobulate, be confusing or perplexing to; cause to be unable to think clearly,https://www.youtube.com/watch?v=53NnJQ7Rxik
quanta,,https://www.youtube.com/watch?v=qvKtq71aXoY
qabalistic, having a secret or hidden meaning,https://www.youtube.com/watch?v=2j5PBlGDM-g
qabalistic, having a secret or hidden meaning,https://www.youtube.com/watch?v=QTUPZ3Top3E
qualification, an attribute that must be met or complied with and that fits a person for something,https://media.signbsl.com/videos/asl/aslsignbank/mp4/QUALITY-995.mp4
qualification, an attribute that must be met or complied with and that fits a person for something,https://www.youtube.com/watch?v=qaInsj8cYJQ
quag, a soft wet area of low-lying land that sinks underfoot,https://www.youtube.com/watch?v=Dm0b7JXVXuM
quag, a soft wet area of low-lying land that sinks underfoot,https://www.youtube.com/watch?v=yBW9mx3_MMk
queenly, having the rank of or resembling or befitting a queen,https://www.youtube.com/watch?v=7w7wgpXCztA
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1533.mp4
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/youtube/mp4/PIIJq5wLdSI.mp4
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1058.mp4
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1188.mp4
quarter, one of four equal parts,https://player.vimeo.com/external/392132235.sd.mp4
quarter, one of four equal parts,https://www.youtube.com/watch?v=BkrKZUPficg
quarter, one of four equal parts,https://www.youtube.com/watch?v=NNmkmBbB4VA
quarter, one of four equal parts,https://www.youtube.com/watch?v=1Jw-FFrv7c4
quarter, one of four equal parts,https://www.youtube.com/watch?v=MY2EsJm0V8Y
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/636.mp4
quarter, one of four equal parts,https://www.youtube.com/watch?v=MoHg8PhNSbM
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/637.mp4
quarter, one of four equal parts,https://www.youtube.com/watch?v=L0RnsJ_PK6M
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/youtube/mp4/LzecABx1io4.mp4
quarter, one of four equal parts,https://www.youtube.com/watch?v=51QhKSHuOhM
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/27.mp4
quarter, one of four equal parts,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/quarter.mp4
quarter, one of four equal parts,https://www.youtube.com/watch?v=SYAWHPxqVjs
qatar, a peninsula extending northward from the Arabian mainland into the Persian Gulf,https://www.youtube.com/watch?v=-1_RD3CwqeY
qatar, a peninsula extending northward from the Arabian mainland into the Persian Gulf,https://www.youtube.com/watch?v=rVVkTCnIT-s
quell, suppress or crush completely,https://www.youtube.com/watch?v=hexpt-h8-SA
qualify, prove capable or fit; meet requirements,https://www.youtube.com/watch?v=bepBEjCT2xk
qualify, specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement,https://www.youtube.com/watch?v=kfVC32q47GU
quality, a degree or grade of excellence or worth,https://www.youtube.com/watch?v=Z4Lnt4NXwFc
quality, a degree or grade of excellence or worth,https://www.youtube.com/watch?v=ARUotLSt2CM
quality, (music) the distinctive property of a complex sound (a voice or noise or musical sound),https://www.youtube.com/watch?v=kh_UNnhZ-1Q
quality, an essential and distinguishing attribute of something or someone,https://media.signbsl.com/videos/asl/youtube/mp4/zbHnoxU2i_4.mp4
quality, an essential and distinguishing attribute of something or someone,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/quality.mp4
queasily, in a queasy manner,https://www.youtube.com/watch?v=R-PHalrrl-U
quench, satisfy (thirst),https://www.youtube.com/watch?v=oAR4BMb3YuY
quench, satisfy (thirst),https://media.signbsl.com/videos/asl/AustinCommunityCollege/mp4/weld_quench_.mp4
quench, suppress or crush completely,https://www.youtube.com/watch?v=hexpt-h8-SA
quench, satisfy (thirst),https://www.youtube.com/watch?v=RrHnG9IOF1k
queerness, a strange attitude or habit,https://www.youtube.com/watch?v=pxlZNR4c2Ks
queerness, a strange attitude or habit,https://www.youtube.com/watch?v=-eiLflc3Znc
quad, a rectangular area surrounded on all sides by buildings,https://www.youtube.com/watch?v=NI5aMIbWiic
quad, a rectangular area surrounded on all sides by buildings,https://www.youtube.com/watch?v=3JWwXNrKcpY
queenlike, having the rank of or resembling or befitting a queen,https://www.youtube.com/watch?v=7w7wgpXCztA
q, the 17th letter of the Roman alphabet,https://media.signbsl.com/videos/asl/aslsignbank/mp4/LETTER-Q-1661.mp4
q, the 17th letter of the Roman alphabet,https://media.signbsl.com/videos/asl/youtube/mp4/3IiQzNRNKrQ.mp4
quarterly, of or relating to or consisting of a quarter,https://www.youtube.com/watch?v=7o8r1YqlCEc
quaggy, (of soil) soft and watery,https://www.youtube.com/watch?v=PDFd916foDY
quaggy, (of soil) soft and watery,https://www.youtube.com/watch?v=W7chOU4GhmU
querier, someone who asks a question,https://www.youtube.com/watch?v=iJ24BomQXcM
qualm, uneasiness about the fitness of an action,https://www.youtube.com/watch?v=GbwVMFoU8uk
qualm, uneasiness about the fitness of an action,https://www.youtube.com/watch?v=shXDDbtqyiE
quadratic-polynomial, a polynomial of the second degree,https://media.signbsl.com/videos/asl/deaftec-math/mp4/112D-1.mp4
quart, a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1124.mp4
quart, a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon,https://www.youtube.com/watch?v=yJP_IdBekV0
quart, a United States liquid unit equal to 32 fluid ounces; four quarts equal one gallon,https://media.signbsl.com/videos/asl/tsdvideo/mp4/310.mp4
quadrangle, a four-sided polygon,https://media.signbsl.com/videos/asl/deaftec-math/mp4/68D-1.mp4
quadrangle, a rectangular area surrounded on all sides by buildings,https://www.youtube.com/watch?v=NI5aMIbWiic
quadrangle, a rectangular area surrounded on all sides by buildings,https://www.youtube.com/watch?v=3JWwXNrKcpY
quadrangle, a four-sided polygon,https://www.youtube.com/watch?v=bSQ5SxomeqA
quash, put down by force or intimidation,https://player.vimeo.com/external/392438955.sd.mp4
quash, put down by force or intimidation,https://media.signbsl.com/videos/asl/youtube/mp4/osSQH-adP-c.mp4
quash, declare invalid,https://www.youtube.com/watch?v=X0Sr-Q14MDg
quash, put down by force or intimidation,https://www.youtube.com/watch?v=I6odUOsMFkY
quadrilateral, a four-sided polygon,https://www.youtube.com/watch?v=bSQ5SxomeqA
quadrilateral, a four-sided polygon,https://media.signbsl.com/videos/asl/deaftec-math/mp4/68D-1.mp4
quadrilateral, having four sides,https://media.signbsl.com/videos/asl/tsdvideo/mp4/260.mp4
quadrilateral, having four sides,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1123.mp4
qualifier, a content word that qualifies the meaning of a noun or verb,https://www.youtube.com/watch?v=TF3ADKJ5orY
quarries, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=e6D6j1XHUjE
quarries, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=Gds7FkaZCpM
quarries, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/prey.mp4
quarries, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=ozmLBXSvXNc
quark, fresh unripened cheese of a smooth texture made from pasteurized milk a starter and rennet,https://www.youtube.com/watch?v=ZZ1t8WPVuR0
queensland, a state in northeastern Australia,https://www.youtube.com/watch?v=XloTqXeJJjY
qm,,https://media.signbsl.com/videos/asl/aslsignbank/mp4/QM-529.mp4
quenchable,,https://www.youtube.com/watch?v=xrumeJAF2pg
quack, an untrained person who pretends to be a physician and who dispenses medical advice,https://www.youtube.com/watch?v=6U0qSuQjHxg
quack, an untrained person who pretends to be a physician and who dispenses medical advice,https://www.youtube.com/watch?v=ZaNl2dx1YDA
quainter,,https://www.youtube.com/watch?v=dii21MrdzJw
quadruple, four times as great or many,https://player.vimeo.com/external/392131859.sd.mp4
quadruple, four times as great or many,https://www.youtube.com/watch?v=vYT0nALurRg
quadruple, increase fourfold,https://www.youtube.com/watch?v=Bm_f1WcwgSc
queen-size-bed,,https://player.vimeo.com/external/392701554.sd.mp4
quartern, one of four equal parts,https://www.youtube.com/watch?v=SYAWHPxqVjs
quartern, one of four equal parts,https://www.youtube.com/watch?v=51QhKSHuOhM
quartern, one of four equal parts,https://www.youtube.com/watch?v=MoHg8PhNSbM
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1058.mp4
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/637.mp4
quartern, one of four equal parts,https://www.youtube.com/watch?v=L0RnsJ_PK6M
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/youtube/mp4/LzecABx1io4.mp4
quartern, one of four equal parts,https://www.youtube.com/watch?v=NNmkmBbB4VA
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/636.mp4
quartern, one of four equal parts,https://www.youtube.com/watch?v=1Jw-FFrv7c4
quartern, one of four equal parts,https://www.youtube.com/watch?v=MY2EsJm0V8Y
quartern, one of four equal parts,https://www.youtube.com/watch?v=BkrKZUPficg
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/quarter.mp4
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1533.mp4
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/27.mp4
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1188.mp4
quartern, one of four equal parts,https://player.vimeo.com/external/392132235.sd.mp4
quartern, one of four equal parts,https://media.signbsl.com/videos/asl/youtube/mp4/PIIJq5wLdSI.mp4
queried,,https://www.youtube.com/watch?v=z2EQZlrniXM
queer, not as expected,https://player.vimeo.com/external/392127427.sd.mp4
queer, not as expected,https://www.youtube.com/watch?v=4blCjn524HY
queer, beyond or deviating from the usual or expected,https://media.signbsl.com/videos/asl/aslsignbank/mp4/WEIRD-1420.mp4
queer, beyond or deviating from the usual or expected,https://media.signbsl.com/videos/asl/aslsignbank/mp4/STRANGE-688.mp4
queer, offensive terms for an openly homosexual man,https://media.signbsl.com/videos/asl/youtube/mp4/7NTRs-QzIT8.mp4
queer, beyond or deviating from the usual or expected,https://player.vimeo.com/external/392402556.sd.mp4
queer, beyond or deviating from the usual or expected,https://player.vimeo.com/external/391914983.sd.mp4
queer, homosexual or arousing homosexual desires,https://www.youtube.com/watch?v=EKKpNeyAeL0
quandary, state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/dilemma.mp4
quandary, state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options,https://www.youtube.com/watch?v=47biIe-1ZJY
quandary, a situation from which extrication is difficult especially an unpleasant or trying one,https://www.youtube.com/watch?v=QwwOJQngOdM
quandary, state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options,https://media.signbsl.com/videos/asl/aslsignbank/mp4/DILEMMA-1255.mp4
quartz-glass, colorless glass made of almost pure silica,https://www.youtube.com/watch?v=AazCQ_5jzcc
quantity-how-much,,https://media.signbsl.com/videos/asl/signlanguagestudent/mp4/quantity-how%20much.mp4
quarter-hour, a quarter of an hour,https://media.signbsl.com/videos/asl/tsdvideo/mp4/391.mp4
quaver, sing or play with trills alternating with the half note above or below,https://www.youtube.com/watch?v=5e4bT3CyFQk
queasier,,https://www.youtube.com/watch?v=FmZKhw1CtkU
quadratic, a polynomial of the second degree,https://media.signbsl.com/videos/asl/deaftec-math/mp4/112D-1.mp4
quadratic-function,,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1419.mp4
quadratic-function,,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1509.mp4
quarrelsomeness, a disposition to fight,https://www.youtube.com/watch?v=eQPOSPKCtG0
quarrelsomeness, a disposition to fight,https://www.youtube.com/watch?v=ecUNDcB32vk
quartette, a set of four similar things considered as a unit,https://www.youtube.com/watch?v=Dm7U5oSe1yA
qualified, contingent on something else,https://www.youtube.com/watch?v=5bVpTBOf3DA
qualified, contingent on something else,https://media.signbsl.com/videos/asl/unoclimb/mp4/VEiE5KPiIfs.mp4
qualified, contingent on something else,https://www.youtube.com/watch?v=qOkg9k-E6Mc
qualified, contingent on something else,https://www.youtube.com/watch?v=H3jGoOxRyhA
qualified, contingent on something else,https://media.signbsl.com/videos/asl/tsdvideo/mp4/773.mp4
qualified, contingent on something else,https://media.signbsl.com/videos/asl/tsdvideo/mp4/1261.mp4
qualified, contingent on something else,https://media.signbsl.com/videos/asl/startasl/mp4/dependent.mp4
qualified, contingent on something else,https://player.vimeo.com/external/391933093.sd.mp4
qualified, contingent on something else,https://www.youtube.com/watch?v=389PPp4_WG4
qualitative, involving distinctions based on qualities,https://www.youtube.com/watch?v=jL8t9m_nyZQ
quartz, colorless glass made of almost pure silica,https://www.youtube.com/watch?v=AazCQ_5jzcc
qatar-peninsula, a peninsula extending northward from the Arabian mainland into the Persian Gulf,https://www.youtube.com/watch?v=rVVkTCnIT-s
qatar-peninsula, a peninsula extending northward from the Arabian mainland into the Persian Gulf,https://www.youtube.com/watch?v=-1_RD3CwqeY
quake, shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity,https://media.signbsl.com/videos/asl/startasl/mp4/earthquake.mp4
quake, shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity,https://www.youtube.com/watch?v=Kqp7FVgQQsc
quake, shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity,https://media.signbsl.com/videos/asl/aslsignbank/mp4/EARTHQUAKE-849.mp4
quake, shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity,https://www.youtube.com/watch?v=VLEh2TDbfEs
quenchless, impossible to quench,https://www.youtube.com/watch?v=HW8kpc6a7gU
quenchless, impossible to quench,https://www.youtube.com/watch?v=qinPOgzc908
quark-cheese, fresh unripened cheese of a smooth texture made from pasteurized milk a starter and rennet,https://www.youtube.com/watch?v=ZZ1t8WPVuR0
queerly, in a questionably unusual manner,https://www.youtube.com/watch?v=CAt0r-UK9GU
quantities, how much there is of something that you can quantify,https://www.youtube.com/watch?v=nxl_W2F7Buk
quarried,,https://www.youtube.com/watch?v=-H0coRornbM
queen, offensive terms for an openly homosexual man,https://media.signbsl.com/videos/asl/youtube/mp4/7NTRs-QzIT8.mp4
queen, a female sovereign ruler,https://media.signbsl.com/videos/asl/youtube/mp4/eZ5qlnofIKM.mp4
queen, a female sovereign ruler,https://media.signbsl.com/videos/asl/startasl/mp4/queen.mp4
queen, a female sovereign ruler,https://www.youtube.com/watch?v=3UganEKxEtM
quantity, how much there is of something that you can quantify,https://www.youtube.com/watch?v=nxl_W2F7Buk
quarterlies, of or relating to or consisting of a quarter,https://www.youtube.com/watch?v=7o8r1YqlCEc
queen-regnant, a female sovereign ruler,https://www.youtube.com/watch?v=3UganEKxEtM
queen-regnant, a female sovereign ruler,https://media.signbsl.com/videos/asl/youtube/mp4/eZ5qlnofIKM.mp4
queen-regnant, a female sovereign ruler,https://media.signbsl.com/videos/asl/startasl/mp4/queen.mp4
quaker, a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers),https://www.youtube.com/watch?v=9FvQUAvLUHQ
quaker, a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers),https://media.signbsl.com/videos/asl/youtube/mp4/4qhsAGwNtd4.mp4
quantum-state,,https://www.youtube.com/watch?v=-qHUu-XOx7g
quarantine, isolation to prevent the spread of infectious disease,https://media.signbsl.com/videos/asl/thefamilyvocab/mp4/quarantine.mp4
quarantine, isolation to prevent the spread of infectious disease,https://media.signbsl.com/videos/asl/thefamilyvocab/mp4/quarantine2.mp4
quarantine, isolation to prevent the spread of infectious disease,https://www.youtube.com/watch?v=6h6GM9Mizl8
quadrant, a measuring instrument for measuring altitude of heavenly bodies,https://media.signbsl.com/videos/asl/deaftec-math/mp4/67D-1.mp4
quadrant, a measuring instrument for measuring altitude of heavenly bodies,https://www.youtube.com/watch?v=X7AOYEs1x7c
quadrant, the area enclosed by two perpendicular radii of a circle,https://media.signbsl.com/videos/asl/tsdvideo/mp4/562.mp4
quadrant, a measuring instrument for measuring altitude of heavenly bodies,https://www.youtube.com/watch?v=vnDdEetUB9k
quadrant, the area enclosed by two perpendicular radii of a circle,https://media.signbsl.com/videos/asl/tsdvideo/mp4/981.mp4
quarry, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/prey.mp4
quarry, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=ozmLBXSvXNc
quarry, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=Gds7FkaZCpM
quarry, a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,https://www.youtube.com/watch?v=e6D6j1XHUjE
quaff, to swallow hurriedly or greedily or in one draught,https://player.vimeo.com/external/392154837.sd.mp4
quartet, a set of four similar things considered as a unit,https://www.youtube.com/watch?v=Dm7U5oSe1yA
quantum, (physics) the smallest discrete quantity of some physical property that a system can possess (according to quantum theory),https://www.youtube.com/watch?v=SYMaL0-J6FI
quadrennia,,https://www.youtube.com/watch?v=FakZ2SwbVZc
quarrel, an angry dispute,https://media.signbsl.com/videos/asl/youtube/mp4/OartPoM9-SU.mp4
quarrel, an angry dispute,https://player.vimeo.com/external/392634150.sd.mp4
quarrel, an angry dispute,https://media.signbsl.com/videos/asl/signlanguagestudent/mp4/words.mp4
quartermaster, an army officer who provides clothing and subsistence for troops,https://www.youtube.com/watch?v=R6-8kQu3u-s
quail, draw back as with fear or pain,https://player.vimeo.com/external/391912904.sd.mp4
quail, draw back as with fear or pain,https://www.youtube.com/watch?v=xRu4hph0vIQ
quail, draw back as with fear or pain,https://player.vimeo.com/external/392128638.sd.mp4
quail, draw back as with fear or pain,https://www.youtube.com/watch?v=WcHKxvqDvf0
quail, draw back as with fear or pain,https://www.youtube.com/watch?v=_CDimD8BIGY
quail, draw back as with fear or pain,https://player.vimeo.com/external/392627187.sd.mp4
quagmire, a soft wet area of low-lying land that sinks underfoot,https://www.youtube.com/watch?v=Dm0b7JXVXuM
quagmire, a soft wet area of low-lying land that sinks underfoot,https://www.youtube.com/watch?v=yBW9mx3_MMk
palatine-tonsil, either of two masses of lymphatic tissue one on each side of the oral pharynx,https://www.youtube.com/watch?v=UIKWPQoe2i0
pads, add details to,https://player.vimeo.com/external/391206387.sd.mp4
pads, temporary living quarters,https://www.youtube.com/watch?v=k96nCjAUABE
pads, add details to,https://www.youtube.com/watch?v=y-6eGUpuxNs
pads, add details to,https://media.signbsl.com/videos/asl/AustinCommunityCollege/mp4/auto_pads_.mp4
pads, a block of absorbent material saturated with ink; used to transfer ink evenly to a rubber stamp,https://www.youtube.com/watch?v=65VEqhy63V0
pads, add details to,https://www.youtube.com/watch?v=TzT69XtgC2k
pads, a platform from which rockets or space craft are launched,https://www.youtube.com/watch?v=Z3RYnpaRhLg
pact, a written agreement between two states or sovereigns,https://www.youtube.com/watch?v=hJn4gVDfMjU
pact, a written agreement between two states or sovereigns,https://media.signbsl.com/videos/asl/elementalaslconcepts/mp4/treaty.mp4
pact, a written agreement between two states or sovereigns,https://www.youtube.com/watch?v=OOEEjwiRdZ0
packaging, a message issued in behalf of some product or cause or idea or person or institution,https://media.signbsl.com/videos/asl/startasl/mp4/promotion.mp4
paddock, pen where racehorses are saddled and paraded before a race,https://www.youtube.com/watch?v=6in1TCVRsXo
pairing, the act of pairing a male and female for reproductive purposes,https://www.youtube.com/watch?v=NjP7ClFzOWY
packinghouse, a building where foodstuffs are processed and packed,https://www.youtube.com/watch?v=aDU9OGQpA28
paederast, a man who has sex (usually sodomy) with a boy as the passive partner,https://www.youtube.com/watch?v=JKK-ijrSjvY
pachydermatous, emotionally hardened,https://www.youtube.com/watch?v=RYfpwPITUSg
pachydermatous, emotionally hardened,https://player.vimeo.com/external/391227005.sd.mp4
quick-fix, hurried repair,https://www.youtube.com/watch?v=qcEZdZqK7vM
quick-fix, hurried repair,https://media.signbsl.com/videos/asl/youtube/mp4/Jw6B_W-pAUU.mp4
quick-fix, hurried repair,https://player.vimeo.com/external/391192403.sd.mp4
quick-fix, hurried repair,https://media.signbsl.com/videos/asl/aslsignbank/mp4/BANDAID-30.mp4
